personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity,sleep_quality,fatigue_level,work_stress,mood_wellbeing,work_life_balance,job_satisfaction,recovery_quality,self_reported_strain,checkin_completion,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change,is_deployed,dep_duration_days,dep_intensity,dep_hardship,dep_recovery_required,dep_type,dep_location,took_leave,leave_duration_days,leave_type,days_since_prev_leave,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical,baseline_available,history_periods_count,duty_hours_personal_mean,duty_hours_personal_std,duty_hours_personal_median,duty_hours_delta_vs_baseline,duty_hours_pct_change_vs_baseline,duty_hours_zscore_vs_baseline,duty_hours_lag1_diff,overtime_hours_personal_mean,overtime_hours_personal_std,overtime_hours_personal_median,overtime_hours_delta_vs_baseline,overtime_hours_pct_change_vs_baseline,overtime_hours_zscore_vs_baseline,overtime_hours_lag1_diff,night_shifts_personal_mean,night_shifts_personal_std,night_shifts_personal_median,night_shifts_delta_vs_baseline,night_shifts_pct_change_vs_baseline,night_shifts_zscore_vs_baseline,night_shifts_lag1_diff,consecutive_duty_days_personal_mean,consecutive_duty_days_personal_std,consecutive_duty_days_personal_median,consecutive_duty_days_delta_vs_baseline,consecutive_duty_days_pct_change_vs_baseline,consecutive_duty_days_zscore_vs_baseline,consecutive_duty_days_lag1_diff,rest_hours_personal_mean,rest_hours_personal_std,rest_hours_personal_median,rest_hours_delta_vs_baseline,rest_hours_pct_change_vs_baseline,rest_hours_zscore_vs_baseline,rest_hours_lag1_diff,workload_score_personal_mean,workload_score_personal_std,workload_score_personal_median,workload_score_delta_vs_baseline,workload_score_pct_change_vs_baseline,workload_score_zscore_vs_baseline,workload_score_lag1_diff,sleep_quality_personal_mean,sleep_quality_personal_std,sleep_quality_personal_median,sleep_quality_delta_vs_baseline,sleep_quality_pct_change_vs_baseline,sleep_quality_zscore_vs_baseline,sleep_quality_lag1_diff,fatigue_level_personal_mean,fatigue_level_personal_std,fatigue_level_personal_median,fatigue_level_delta_vs_baseline,fatigue_level_pct_change_vs_baseline,fatigue_level_zscore_vs_baseline,fatigue_level_lag1_diff,self_reported_strain_personal_mean,self_reported_strain_personal_std,self_reported_strain_personal_median,self_reported_strain_delta_vs_baseline,self_reported_strain_pct_change_vs_baseline,self_reported_strain_zscore_vs_baseline,self_reported_strain_lag1_diff,period_latent_strain_score,period_support_priority,target_support_priority_next_month,target_support_score_next_month,data_completeness
P-000002,2025-10-01,10,181.0,5.4,2,5,89.8,22.9,2,1.39,4.4,2.3,2.3,4.1,3.4,4.0,4.1,2.4,True,-0.0,-0.1,-0.135,-0.015,0.02,-0.018,-0.032,0.108,0,0,1,1,False,None,Base,0,0,None,60,RM002,49,Male,Research & Development,Research Scientist,2,1,Life Sciences,Married,8,Travel_Frequently,No,10,10,7,1,7.0,3,2,2,3,4,4,3,5130,23,1,No,True,9,199.55,20.89,197.05,-18.55,-9.3,-0.89,1.3,20.15,10.9,20.8,-14.75,-73.2,-1.35,-3.3,4.5,1.73,4.0,-2.5,-55.55,-1.44,-1.0,6.0,1.41,6.5,-1.0,-16.67,-0.71,-1.0,74.4,15.32,74.1,15.4,20.7,1.01,1.3,45.2,19.34,43.4,-22.3,-49.34,-1.15,-3.5,4.08,0.5,3.95,0.33,7.98,0.65,-0.1,2.5,0.5,2.5,-0.2,-8.0,-0.4,-0.6,2.2,0.5,2.05,0.2,9.09,0.4,0.4,17.4,GREEN,GREEN,17.5,1.0
P-000002,2025-11-01,11,175.5,4.2,3,4,90.3,21.7,2,1.5,3.2,2.7,2.7,3.9,3.7,4.1,3.4,1.8,True,-0.031,0.2,-0.052,-0.276,0.016,-0.167,-0.001,0.118,0,0,1,1,False,None,Base,1,9,Annual,60,RM002,49,Male,Research & Development,Research Scientist,2,1,Life Sciences,Married,8,Travel_Frequently,No,10,10,7,1,7.0,3,2,2,3,4,4,3,5130,23,1,No,True,10,188.7,13.73,183.05,-13.2,-7.0,-0.96,-5.5,13.92,10.27,10.85,-9.73,-69.84,-0.95,-1.2,3.25,0.96,3.5,-0.25,-7.69,-0.26,1.0,5.5,1.29,5.5,-1.5,-27.27,-1.16,-1.0,81.62,13.54,87.65,8.67,10.63,0.64,0.5,34.02,14.35,29.2,-12.32,-36.22,-0.86,-1.2,4.2,0.5,4.2,-1.0,-23.81,-2.0,-1.2,2.55,0.5,2.5,0.15,5.88,0.3,0.4,2.28,0.5,2.2,-0.47,-20.88,-0.95,-0.6,17.5,GREEN,GREEN,16.0,1.0
P-000002,2025-12-01,12,180.1,2.9,3,4,90.8,22.0,2,1.26,4.2,3.2,2.4,4.0,3.8,4.4,3.9,1.8,True,-0.0,-0.1,0.016,0.322,0.048,0.121,-0.069,0.13,0,0,1,1,False,None,Base,0,0,None,60,RM002,49,Male,Research & Development,Research Scientist,2,1,Life Sciences,Married,8,Travel_Frequently,No,10,10,7,1,7.0,3,2,2,3,4,4,3,5130,23,1,No,True,11,180.32,3.96,180.35,-0.22,-0.12,-0.06,4.6,7.82,3.94,7.05,-4.93,-62.94,-1.25,-1.3,3.0,0.82,3.0,0.0,0.0,0.0,0.0,4.75,0.96,4.5,-0.75,-15.79,-0.78,0.0,88.85,1.56,89.15,1.95,2.19,1.25,0.5,25.75,4.62,24.65,-3.75,-14.56,-0.81,0.3,4.0,0.59,4.15,0.2,5.0,0.34,1.0,2.55,0.5,2.5,0.65,25.49,1.3,0.5,2.02,0.5,1.95,-0.22,-11.11,-0.45,0.0,16.0,GREEN,,,1.0
P-000003,2025-01-01,1,171.6,1.6,4,4,91.4,21.7,2,1.91,4.1,3.0,2.6,4.4,4.3,3.5,3.4,1.8,True,-0.0,0.2,-0.276,0.017,0.071,-0.014,0.116,0.141,0,0,1,1,False,None,Base,1,12,Casual,66,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,False,0,188.77,1.0,188.77,-17.17,-9.09,-4.0,0.0,14.69,1.0,14.69,-13.09,-89.11,-4.0,0.0,3.22,1.0,3.22,0.78,24.07,0.78,0.0,5.72,1.0,5.72,-1.72,-30.06,-1.72,0.0,79.68,1.0,79.68,11.72,14.71,4.0,0.0,35.69,1.0,35.69,-13.99,-39.2,-4.0,0.0,3.7,1.0,3.7,0.4,10.68,0.4,0.0,2.41,1.0,2.41,0.59,24.33,0.59,0.0,2.22,1.0,2.22,-0.42,-18.81,-0.42,0.0,17.7,GREEN,GREEN,11.7,1.0
P-000003,2025-02-01,2,180.6,1.4,0,3,91.4,16.1,2,1.39,4.3,2.3,2.1,3.4,3.9,4.0,3.1,1.0,True,-0.069,-0.1,-0.257,0.056,0.041,-0.049,-0.031,0.143,0,0,1,1,False,None,Base,0,0,None,66,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,False,1,171.6,1.0,171.6,9.0,5.24,4.0,9.0,1.6,1.0,1.6,-0.2,-12.5,-0.2,-0.2,4.0,1.0,4.0,-4.0,-100.0,-4.0,-4.0,4.0,1.0,4.0,-1.0,-25.0,-1.0,-1.0,91.4,1.0,91.4,0.0,0.0,0.0,0.0,21.7,1.0,21.7,-5.6,-25.81,-4.0,-5.6,4.1,1.0,4.1,0.2,4.88,0.2,0.2,3.0,1.0,3.0,-0.7,-23.33,-0.7,-0.7,1.8,1.0,1.8,-0.8,-44.44,-0.8,-0.8,11.7,GREEN,ORANGE,66.0,1.0
P-000003,2025-03-01,3,223.8,36.3,6,9,44.1,75.3,4,4.06,3.1,4.0,4.1,2.3,2.3,2.8,2.7,4.3,True,-0.201,-0.1,3.674,-0.279,0.485,-0.13,0.731,-0.909,1,21,4,4,True,Extended,Remote/Difficult Terrain,0,0,None,66,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,False,2,176.1,6.36,176.1,47.7,27.09,4.0,43.2,1.5,0.5,1.5,34.8,300.0,4.0,34.9,2.0,2.83,2.0,4.0,199.99,1.41,6.0,3.5,0.71,3.5,5.5,157.14,4.0,6.0,91.4,0.5,91.4,-47.3,-51.75,-4.0,-47.3,18.9,3.96,18.9,56.4,298.41,4.0,59.2,4.2,0.5,4.2,-1.1,-26.19,-2.2,-1.2,2.65,0.5,2.65,1.35,50.94,2.7,1.7,1.4,0.57,1.4,2.9,207.13,4.0,3.3,66.0,ORANGE,ORANGE,66.1,1.0
P-000003,2025-04-01,4,224.4,31.7,11,7,45.5,79.8,4,3.82,3.7,3.7,4.1,2.2,2.9,3.5,2.5,4.0,True,-0.02,-0.1,0.059,0.181,0.333,0.047,0.663,-0.878,1,23,4,5,True,Extended,Remote/Difficult Terrain,0,0,None,66,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,3,192.0,27.9,180.6,32.4,16.87,1.16,0.6,13.1,20.09,1.6,18.6,141.98,0.93,-4.6,3.33,3.06,4.0,7.67,229.99,2.51,5.0,5.33,3.21,4.0,1.67,31.25,0.52,-2.0,75.63,27.31,91.4,-30.13,-39.84,-1.1,1.4,37.7,32.68,21.7,42.1,111.67,1.29,4.5,3.83,0.64,4.1,-0.13,-3.48,-0.21,0.6,3.1,0.85,3.0,0.6,19.35,0.7,-0.3,2.37,1.72,1.8,1.63,69.01,0.95,-0.3,66.1,ORANGE,ORANGE,58.0,1.0
P-000003,2025-05-01,5,224.2,36.0,7,11,44.2,79.0,3,4.31,,,,,,,,,False,-0.095,-0.1,-0.01,-0.323,0.402,-0.136,0.802,-0.907,1,23,3,5,True,Extended,High Altitude/Extreme,0,0,None,66,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,4,200.1,27.96,202.2,24.1,12.04,0.86,-0.2,17.75,18.86,16.65,18.25,102.82,0.97,4.3,5.25,4.57,5.0,1.75,33.33,0.38,-4.0,5.75,2.75,5.5,5.25,91.3,1.91,4.0,68.1,26.91,68.45,-23.9,-35.1,-0.89,-1.3,48.22,33.99,48.5,30.78,63.82,0.91,-0.8,3.8,0.53,3.9,,,,0.0,3.25,0.76,3.35,,,,0.0,2.78,1.63,2.9,,,,0.0,58.0,ORANGE,ORANGE,65.1,0.62
P-000003,2025-06-01,6,217.9,35.3,8,9,44.4,76.7,4,4.27,2.8,4.1,4.6,2.6,2.0,2.9,2.2,4.1,True,-0.0,-0.1,-0.029,0.128,0.409,0.004,0.79,-0.902,1,26,4,5,True,Extended,High Altitude/Extreme,0,0,None,66,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,5,213.25,21.77,224.0,4.65,2.18,0.21,-6.3,26.35,16.77,33.85,8.95,33.97,0.53,-0.7,6.0,4.55,6.5,2.0,33.33,0.44,1.0,7.5,3.42,8.0,1.5,20.0,0.44,-2.0,56.3,23.41,44.85,-11.9,-21.14,-0.51,0.2,62.55,31.03,77.15,14.15,22.62,0.46,-2.3,3.7,0.6,3.7,-0.9,-24.32,-1.5,0.0,3.33,0.91,3.7,0.77,23.0,0.84,0.0,3.1,1.82,4.0,1.0,32.26,0.55,0.0,65.1,ORANGE,ORANGE,66.3,1.0
P-000003,2025-07-01,7,217.4,36.2,11,11,44.1,82.5,4,3.98,2.4,3.8,3.9,2.5,2.2,2.9,2.7,3.6,True,-0.0,-0.1,0.077,-0.143,0.356,-0.074,0.709,-0.908,1,22,4,4,True,Extended,High Altitude/Extreme,0,0,None,66,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,6,222.58,3.13,224.0,-5.18,-2.33,-1.66,-0.5,34.83,2.13,35.65,1.38,3.95,0.65,0.9,8.0,2.16,7.5,3.0,37.5,1.39,3.0,9.0,1.63,9.0,2.0,22.22,1.22,2.0,44.55,0.65,44.3,-0.45,-1.01,-0.7,-0.3,77.7,2.07,77.85,4.8,6.18,2.32,5.8,3.2,0.5,3.1,-0.8,-25.0,-1.6,-0.4,3.93,0.5,4.0,-0.13,-3.39,-0.27,-0.3,4.13,0.5,4.1,-0.53,-12.9,-1.07,-0.5,66.3,ORANGE,ORANGE,59.7,1.0
P-000003,2025-08-01,8,221.0,38.4,9,7,43.5,78.3,3,3.78,2.5,3.9,3.1,2.9,1.6,2.5,2.0,3.7,True,-0.005,-0.1,-0.051,0.034,0.334,0.064,0.651,-0.923,1,18,3,4,True,Extended,High Altitude/Extreme,0,0,None,66,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,7,220.98,3.85,221.05,0.03,0.01,0.01,3.6,34.8,2.1,35.65,3.6,10.34,1.71,2.2,9.25,2.06,9.5,-0.25,-2.7,-0.12,-2.0,9.5,1.91,10.0,-2.5,-26.32,-1.31,-4.0,44.55,0.65,44.3,-1.05,-2.36,-1.63,-0.6,79.5,2.39,79.4,-1.2,-1.51,-0.5,-4.2,2.97,0.67,2.8,-0.47,-15.73,-0.7,0.1,3.87,0.5,3.8,0.03,0.86,0.07,0.1,3.9,0.5,4.0,-0.2,-5.13,-0.4,0.1,59.7,ORANGE,ORANGE,72.9,1.0
P-000003,2025-09-01,9,219.9,35.1,6,11,44.5,75.1,3,4.23,3.0,4.6,3.6,2.8,2.4,3.2,1.8,4.2,True,-0.0,0.2,-0.04,0.199,0.392,0.121,0.779,-0.901,1,22,3,5,True,Extended,High Altitude/Extreme,1,4,Casual,240,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,8,220.12,3.15,219.45,-0.22,-0.1,-0.07,-1.1,36.48,1.34,36.1,-1.38,-3.77,-1.03,-3.3,8.75,1.71,8.5,-2.75,-31.43,-1.61,-3.0,9.5,1.91,10.0,1.5,15.79,0.78,4.0,44.05,0.5,44.15,0.45,1.02,0.9,1.0,79.12,2.45,78.65,-4.03,-5.09,-1.64,-3.2,2.57,0.5,2.5,0.43,16.88,0.87,0.5,3.93,0.5,3.9,0.67,16.95,1.33,0.7,3.8,0.5,3.7,0.4,10.53,0.8,0.5,72.9,ORANGE,GREEN,30.0,1.0
P-000003,2025-10-01,10,177.9,10.5,2,3,87.8,24.8,2,2.14,5.0,1.7,2.0,3.5,4.1,4.1,4.2,2.2,True,-0.0,-0.1,-0.669,0.685,0.187,0.255,0.183,0.063,0,0,1,1,False,None,Base,0,0,None,240,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,9,219.05,1.69,218.9,-41.15,-18.79,-4.0,-42.0,36.25,1.51,35.75,-25.75,-71.03,-4.0,-24.6,8.5,2.08,8.5,-6.5,-76.47,-3.12,-4.0,9.5,1.91,10.0,-6.5,-68.42,-3.39,-8.0,44.12,0.5,44.25,43.68,98.98,4.0,43.3,78.15,3.18,77.5,-53.35,-68.27,-4.0,-50.3,2.68,0.5,2.65,2.33,86.91,4.0,2.0,4.1,0.5,4.0,-2.4,-58.54,-4.0,-2.9,3.9,0.5,3.9,-1.7,-43.59,-3.4,-2.0,30.0,GREEN,GREEN,19.6,1.0
P-000003,2025-11-01,11,175.8,12.0,4,5,87.2,28.0,2,1.55,4.4,2.3,1.8,4.1,3.4,3.3,3.6,2.5,True,-0.003,0.2,0.129,-0.128,0.013,-0.119,0.014,0.049,0,0,1,1,False,None,Base,1,13,Casual,60,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,10,209.05,20.82,218.65,-33.25,-15.91,-1.6,-2.1,30.05,13.11,35.65,-18.05,-60.07,-1.38,1.5,7.0,3.92,7.5,-3.0,-42.86,-0.77,2.0,8.0,3.83,9.0,-3.0,-37.5,-0.78,2.0,54.98,21.89,44.3,32.22,58.62,1.47,-0.6,65.18,27.09,76.7,-37.17,-57.04,-1.37,3.2,3.22,1.21,2.75,1.18,36.43,0.97,-0.6,3.5,1.25,3.85,-1.2,-34.28,-0.96,0.6,3.42,0.86,3.65,-0.92,-27.01,-1.08,0.3,19.6,GREEN,GREEN,13.3,1.0
P-000003,2025-12-01,12,177.6,5.2,2,3,89.9,21.1,2,1.72,4.4,3.0,3.6,3.9,3.1,3.5,3.9,1.2,True,-0.02,-0.1,-0.247,0.003,0.036,0.021,0.062,0.109,0,0,1,1,False,None,Base,0,0,None,60,RM003,37,Male,Research & Development,Laboratory Technician,1,2,Other,Single,2,Travel_Rarely,Yes,7,0,0,0,0.0,4,3,2,3,2,3,3,2090,15,6,Yes,True,11,198.65,25.19,198.9,-21.05,-10.6,-0.84,1.8,24.0,14.8,23.55,-18.8,-78.33,-1.27,-6.8,5.25,2.99,5.0,-3.25,-61.9,-1.09,-2.0,6.5,3.42,6.0,-3.5,-53.85,-1.02,-2.0,65.75,25.12,65.85,24.15,36.73,0.96,2.7,51.55,29.1,51.55,-30.45,-59.07,-1.05,-6.9,3.72,1.17,3.7,0.68,18.12,0.58,0.0,3.12,1.35,3.1,-0.12,-4.0,-0.09,0.7,3.15,0.95,3.1,-1.95,-61.9,-2.04,-1.3,13.3,GREEN,,,1.0
P-000004,2025-01-01,1,194.2,8.2,1,5,86.7,28.2,2,1.66,,,,,,,,,False,-0.066,-0.1,-0.058,0.023,0.074,-0.028,0.045,0.039,0,0,1,1,False,None,Base,0,0,None,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,False,0,188.77,1.0,188.77,5.43,2.88,4.0,0.0,14.69,1.0,14.69,-6.49,-44.18,-4.0,0.0,3.22,1.0,3.22,-2.22,-68.98,-2.22,0.0,5.72,1.0,5.72,-0.72,-12.58,-0.72,0.0,79.68,1.0,79.68,7.02,8.81,4.0,0.0,35.69,1.0,35.69,-7.49,-20.99,-4.0,0.0,3.7,1.0,3.7,,,,0.0,2.41,1.0,2.41,,,,0.0,2.22,1.0,2.22,,,,0.0,27.7,GREEN,GREEN,26.5,0.62
P-000004,2025-02-01,2,180.5,4.1,2,6,88.4,25.8,2,2.47,4.2,2.7,1.9,3.5,3.1,3.5,3.9,2.2,True,-0.027,-0.1,-0.087,0.021,0.174,-0.069,0.277,0.075,0,0,1,1,False,None,Base,0,0,None,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,False,1,194.2,1.0,194.2,-13.7,-7.05,-4.0,-13.7,8.2,1.0,8.2,-4.1,-50.0,-4.0,-4.1,1.0,1.0,1.0,1.0,99.99,1.0,1.0,5.0,1.0,5.0,1.0,20.0,1.0,1.0,86.7,1.0,86.7,1.7,1.96,1.7,1.7,28.2,1.0,28.2,-2.4,-8.51,-2.4,-2.4,3.7,1.0,3.7,0.5,13.38,0.5,0.0,2.41,1.0,2.41,0.29,11.89,0.29,0.0,2.22,1.0,2.22,-0.02,-0.77,-0.02,0.0,26.5,GREEN,GREEN,29.0,1.0
P-000004,2025-03-01,3,176.5,8.9,4,4,86.5,27.0,2,1.77,3.7,2.3,2.4,4.5,3.5,3.9,3.6,2.3,True,-0.0,0.2,0.047,-0.125,0.049,-0.104,0.077,0.032,0,0,1,1,False,None,Base,1,9,Annual,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,False,2,187.35,9.69,187.35,-10.85,-5.79,-1.12,-4.0,6.15,2.9,6.15,2.75,44.71,0.95,4.8,1.5,0.71,1.5,2.5,166.66,3.54,2.0,5.5,0.71,5.5,-1.5,-27.27,-2.12,-2.0,87.55,1.2,87.55,-1.05,-1.2,-0.87,-1.9,27.0,1.7,27.0,0.0,0.0,0.0,1.2,4.2,1.0,4.2,-0.5,-11.9,-0.5,-0.5,2.7,1.0,2.7,-0.4,-14.81,-0.4,-0.4,2.2,1.0,2.2,0.1,4.55,0.1,0.1,29.0,GREEN,ORANGE,70.5,1.0
P-000004,2025-04-01,4,211.0,39.6,7,8,45.3,72.9,4,4.01,3.4,4.1,3.6,2.9,3.0,4.1,2.8,4.2,True,-0.047,-0.1,1.697,-0.063,0.456,-0.017,0.717,-0.882,1,23,4,4,True,High Tempo,Remote/Difficult Terrain,0,0,None,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,True,3,183.73,9.28,180.5,27.27,14.84,2.94,34.5,7.07,2.59,8.2,32.53,300.0,4.0,30.7,2.33,1.53,2.0,4.67,199.99,3.06,3.0,5.0,1.0,5.0,3.0,60.0,3.0,4.0,87.2,1.04,86.7,-41.9,-48.05,-4.0,-41.2,27.0,1.2,27.0,45.9,170.0,4.0,45.9,3.95,0.5,3.95,-0.55,-13.92,-1.1,-0.3,2.5,0.5,2.5,1.6,64.0,3.2,1.8,2.25,0.5,2.25,1.95,86.66,3.9,1.9,70.5,ORANGE,ORANGE,63.7,1.0
P-000004,2025-05-01,5,228.2,28.2,4,10,46.6,70.6,4,4.14,3.5,3.8,3.4,3.2,2.9,3.5,3.2,3.7,True,-0.042,-0.1,-0.031,0.009,0.418,0.041,0.755,-0.854,1,24,4,4,True,High Tempo,Remote/Difficult Terrain,0,0,None,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,True,4,190.55,15.6,187.35,37.65,19.76,2.41,17.2,15.2,16.4,8.55,13.0,85.53,0.79,-11.4,3.5,2.65,3.0,0.5,14.29,0.19,-3.0,5.75,1.71,5.5,4.25,73.91,2.49,2.0,76.72,20.97,86.6,-30.12,-39.26,-1.44,1.3,38.48,22.97,27.6,32.12,83.5,1.4,-2.3,3.77,0.5,3.7,-0.27,-7.08,-0.53,0.1,3.03,0.95,2.7,0.77,25.27,0.81,-0.3,2.9,1.13,2.3,0.8,27.59,0.71,-0.5,63.7,ORANGE,ORANGE,56.1,1.0
P-000004,2025-06-01,6,227.4,25.2,4,7,51.3,64.9,4,3.61,3.4,3.8,3.4,2.6,2.9,3.1,3.1,3.1,True,-0.0,-0.1,-0.081,-0.011,0.303,0.054,0.603,-0.75,1,25,4,3,True,High Tempo,Semi-Urban Outpost,0,0,None,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,True,5,199.05,24.8,195.75,28.35,14.24,1.14,-0.8,20.2,16.61,18.55,5.0,24.75,0.3,-3.0,4.25,2.06,4.0,-0.25,-5.88,-0.12,0.0,7.0,2.58,7.0,0.0,0.0,0.0,-3.0,66.7,23.98,66.55,-15.4,-23.09,-0.64,4.7,49.08,26.2,48.8,15.83,32.25,0.6,-5.7,3.7,0.5,3.6,-0.3,-8.11,-0.6,-0.1,3.22,0.86,3.25,0.58,17.83,0.67,0.0,3.1,1.0,3.0,0.0,0.0,0.0,-0.6,56.1,ORANGE,ORANGE,57.8,1.0
P-000004,2025-07-01,7,223.3,22.1,7,11,46.7,71.9,3,4.11,3.4,3.8,4.1,4.1,2.8,3.0,2.7,2.7,True,-0.0,-0.1,0.108,-0.018,0.382,-0.024,0.747,-0.85,1,25,3,3,False,High Tempo,Remote/Difficult Terrain,0,0,None,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,True,6,210.78,24.19,219.2,12.53,5.94,0.52,-4.1,25.48,12.67,26.7,-3.38,-13.25,-0.27,-3.1,4.75,1.5,4.0,2.25,47.37,1.5,3.0,7.25,2.5,7.5,3.75,51.72,1.5,4.0,57.42,19.55,48.95,-10.72,-18.68,-0.55,-4.6,58.85,21.5,67.75,13.05,22.17,0.61,7.0,3.5,0.5,3.45,-0.1,-2.86,-0.2,0.0,3.5,0.81,3.8,0.3,8.57,0.37,0.0,3.32,0.82,3.4,-0.62,-18.8,-0.76,-0.4,57.8,ORANGE,ORANGE,65.2,1.0
P-000004,2025-08-01,8,225.9,37.6,9,11,45.7,82.8,4,4.14,,,,,,,,,False,-0.049,-0.1,0.152,-0.039,0.383,-0.039,0.755,-0.873,1,24,4,3,True,High Tempo,Semi-Urban Outpost,0,0,None,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,True,7,222.48,7.95,225.35,3.43,1.54,0.43,2.6,28.78,7.63,26.7,8.83,30.67,1.16,15.5,5.5,1.73,5.5,3.5,63.64,2.02,2.0,9.0,1.83,9.0,2.0,22.22,1.1,0.0,47.47,2.63,46.65,-1.77,-3.74,-0.68,-1.0,70.08,3.58,71.25,12.72,18.16,3.56,10.9,3.42,0.5,3.4,,,,0.0,3.88,0.5,3.8,,,,0.0,3.42,0.66,3.4,,,,0.0,65.2,ORANGE,GREEN,24.3,0.62
P-000004,2025-09-01,9,184.2,7.7,1,4,86.9,24.5,2,1.92,4.3,3.1,2.1,2.8,3.6,3.8,4.3,2.1,True,-0.0,-0.1,-0.704,0.342,0.152,0.159,0.12,0.043,0,0,1,1,False,None,Base,0,0,None,116,RM004,33,Female,Research & Development,Research Scientist,1,4,Life Sciences,Married,3,Travel_Frequently,Yes,8,8,7,3,0.0,4,3,3,3,3,3,3,2909,11,1,No,True,8,226.2,2.16,226.65,-42.0,-18.57,-4.0,-41.7,28.28,6.7,26.7,-20.58,-72.77,-3.07,-29.9,6.0,2.45,5.5,-5.0,-83.33,-2.04,-8.0,9.75,1.89,10.5,-5.75,-58.97,-3.04,-7.0,47.58,2.52,46.65,39.33,82.66,4.0,41.2,72.55,7.48,71.25,-48.05,-66.23,-4.0,-58.3,3.43,0.5,3.4,0.87,25.24,1.73,0.0,3.8,0.5,3.8,-0.7,-18.42,-1.4,0.0,3.17,0.5,3.1,-1.07,-33.68,-2.12,0.0,24.3,GREEN,GREEN,27.8,1.0
