personnel_id,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical
P-000153,RM1048,33,Male,Sales,Sales Executive,2,3,Medical,Married,7,Travel_Frequently,No,5,4,3,0,3.0,4,1,3,3,1,3,2,4373,14,0,No
P-000154,RM1049,34,Male,Sales,Sales Executive,2,3,Other,Single,3,Travel_Rarely,No,15,13,9,3,12.0,4,1,1,3,4,3,2,4759,18,3,No
P-000155,RM105,37,Male,Research & Development,Healthcare Representative,2,2,Life Sciences,Divorced,2,Non-Travel,No,17,1,0,0,0.0,3,4,2,4,4,3,2,5163,14,5,No
P-000156,RM1050,30,Male,Sales,Sales Executive,2,1,Life Sciences,Married,16,Travel_Rarely,No,4,2,1,2,2.0,4,3,3,2,3,3,2,5301,15,8,No
P-000157,RM1051,42,Female,Research & Development,Laboratory Technician,1,2,Medical,Single,9,Travel_Frequently,No,12,12,9,5,8.0,1,4,3,3,3,3,3,3673,13,1,No
P-000158,RM1052,44,Female,Sales,Sales Executive,2,5,Marketing,Married,1,Travel_Frequently,No,11,1,0,0,0.0,1,3,3,2,3,3,4,4768,12,7,No
P-000159,RM1053,30,Male,Research & Development,Research Scientist,1,3,Technical Degree,Divorced,7,Non-Travel,No,1,1,0,0,0.0,3,3,3,2,2,3,2,1274,13,1,No
P-000160,RM1054,57,Male,Research & Development,Research Scientist,2,2,Life Sciences,Married,1,Travel_Rarely,No,13,12,9,2,8.0,2,3,4,2,1,4,2,4900,24,0,No
P-000161,RM1055,49,Male,Research & Development,Healthcare Representative,3,4,Life Sciences,Divorced,7,Travel_Rarely,No,29,8,7,0,7.0,3,2,3,3,2,3,3,10466,14,3,No
P-000162,RM1056,34,Male,Research & Development,Research Director,4,3,Medical,Divorced,15,Travel_Frequently,No,16,14,8,6,9.0,2,1,3,2,4,3,3,17007,14,7,No
P-000163,RM1057,28,Male,Sales,Sales Representative,1,3,Technical Degree,Married,1,Travel_Frequently,No,5,3,2,1,2.0,1,3,3,4,4,3,3,2909,15,3,Yes
P-000164,RM1058,29,Female,Sales,Sales Executive,2,3,Technical Degree,Single,13,Travel_Frequently,No,7,5,3,0,0.0,1,2,3,1,1,3,4,5765,11,5,Yes
P-000165,RM1059,34,Female,Sales,Sales Executive,2,4,Medical,Single,24,Travel_Rarely,Yes,16,15,9,10,10.0,1,2,2,4,3,4,2,4599,23,0,Yes
P-000166,RM106,59,Female,Human Resources,Manager,5,4,Human Resources,Married,2,Non-Travel,No,30,3,2,2,2.0,3,4,2,3,4,4,3,18844,21,9,No
P-000167,RM1060,35,Male,Sales,Sales Representative,1,1,Life Sciences,Married,7,Travel_Rarely,No,1,1,0,0,0.0,4,3,3,3,1,3,3,2404,13,1,No
P-000168,RM1061,24,Male,Research & Development,Laboratory Technician,1,3,Medical,Single,9,Travel_Frequently,Yes,4,0,0,0,0.0,2,1,3,2,3,3,2,3172,11,2,Yes
P-000169,RM1062,24,Female,Sales,Sales Representative,1,2,Life Sciences,Married,13,Non-Travel,No,1,1,0,0,0.0,4,2,3,3,3,3,2,2033,13,1,No
P-000170,RM1063,44,Male,Research & Development,Manufacturing Director,3,1,Medical,Single,2,Travel_Frequently,Yes,16,2,2,2,2.0,2,3,3,2,2,3,2,10209,18,5,No
P-000171,RM1064,29,Male,Sales,Sales Executive,2,3,Life Sciences,Divorced,19,Travel_Rarely,No,10,10,7,0,4.0,3,3,2,3,3,3,3,8620,14,1,No
P-000172,RM1065,30,Male,Human Resources,Human Resources,1,3,Life Sciences,Divorced,1,Travel_Rarely,No,6,5,3,1,3.0,3,3,3,4,1,4,3,2064,21,0,No
P-000173,RM1066,55,Male,Research & Development,Healthcare Representative,2,4,Life Sciences,Married,4,Travel_Rarely,Yes,4,3,2,1,2.0,4,3,3,3,2,3,2,4035,16,0,No
P-000174,RM1067,33,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,4,Travel_Rarely,No,8,5,4,0,2.0,1,2,2,3,4,3,5,3838,11,8,No
P-000175,RM1068,47,Female,Sales,Sales Executive,2,3,Medical,Married,14,Travel_Rarely,Yes,11,5,4,1,2.0,3,3,3,2,3,3,4,4591,17,3,No
P-000176,RM1069,28,Male,Research & Development,Laboratory Technician,1,2,Medical,Single,2,Travel_Frequently,No,8,0,0,0,0.0,3,1,2,2,3,3,2,2561,11,7,Yes
P-000177,RM107,50,Female,Research & Development,Research Director,5,3,Life Sciences,Married,1,Travel_Frequently,Yes,28,8,3,0,7.0,1,2,3,2,1,3,1,18172,19,3,No
P-000178,RM1070,28,Male,Research & Development,Research Scientist,1,3,Life Sciences,Divorced,1,Travel_Rarely,No,1,1,0,0,0.0,1,3,2,1,4,3,2,1563,14,1,No
P-000179,RM1071,28,Male,Sales,Sales Executive,2,3,Life Sciences,Single,7,Travel_Frequently,No,5,4,2,1,3.0,3,1,3,3,4,3,5,4898,14,0,No
P-000180,RM1072,49,Female,Research & Development,Laboratory Technician,2,2,Medical,Married,3,Travel_Rarely,No,10,3,2,1,2.0,3,1,2,3,1,4,3,4789,25,4,No
P-000181,RM1073,29,Female,Research & Development,Laboratory Technician,1,1,Life Sciences,Married,2,Travel_Frequently,No,4,3,2,0,2.0,4,2,3,3,3,3,3,3180,13,0,No
P-000182,RM1074,28,Male,Research & Development,Manufacturing Director,2,1,Life Sciences,Married,29,Travel_Rarely,No,8,8,6,1,7.0,3,2,1,2,2,3,2,6549,14,1,No
P-000183,RM1075,33,Male,Research & Development,Healthcare Representative,2,5,Life Sciences,Single,8,Travel_Rarely,Yes,14,0,0,0,0.0,4,3,3,3,1,3,6,6388,17,2,No
P-000184,RM1076,32,Male,Research & Development,Manager,3,3,Medical,Single,10,Travel_Rarely,No,10,5,2,0,0.0,3,4,3,4,2,4,5,11244,25,2,No
P-000185,RM1077,54,Female,Research & Development,Manager,4,4,Medical,Divorced,11,Travel_Frequently,No,26,14,9,1,12.0,2,4,3,3,1,4,2,16032,20,3,No
P-000186,RM1078,29,Male,Research & Development,Research Scientist,1,4,Technical Degree,Single,1,Travel_Rarely,No,11,9,7,0,7.0,1,1,2,1,3,3,2,2362,13,6,Yes
P-000187,RM1079,44,Male,Research & Development,Research Director,4,3,Life Sciences,Married,28,Travel_Rarely,No,24,20,6,14,17.0,4,1,3,4,3,3,1,16328,13,3,No
P-000188,RM108,25,Male,Sales,Sales Executive,2,3,Marketing,Single,5,Travel_Rarely,Yes,6,6,4,0,3.0,3,3,2,3,4,3,1,5744,11,1,Yes
P-000189,RM1080,39,Female,Research & Development,Manufacturing Director,3,3,Life Sciences,Single,6,Travel_Rarely,No,9,2,0,2,2.0,2,2,3,3,4,3,3,8376,18,4,No
P-000190,RM1081,46,Female,Sales,Manager,4,3,Life Sciences,Married,3,Travel_Rarely,No,23,13,12,5,1.0,3,2,3,4,4,3,2,16606,12,8,No
P-000191,RM1082,35,Female,Research & Development,Healthcare Representative,3,3,Life Sciences,Single,16,Travel_Rarely,No,11,11,8,3,3.0,4,2,2,1,4,3,3,8606,19,1,No
P-000192,RM1083,23,Male,Research & Development,Laboratory Technician,2,1,Life Sciences,Single,20,Travel_Rarely,No,5,4,3,1,2.0,1,3,3,3,2,3,2,2272,14,0,No
P-000193,RM1084,40,Male,Research & Development,Laboratory Technician,1,4,Life Sciences,Single,9,Travel_Rarely,No,15,5,4,1,0.0,4,1,3,1,2,3,3,2018,14,3,Yes
P-000194,RM1085,34,Male,Sales,Sales Executive,3,3,Technical Degree,Married,1,Travel_Rarely,Yes,10,10,9,8,6.0,4,3,2,3,4,3,3,7083,14,1,No
P-000195,RM1086,31,Female,Research & Development,Research Scientist,1,3,Life Sciences,Single,3,Travel_Frequently,No,7,7,2,7,7.0,4,3,3,1,1,3,2,4084,12,1,Yes
P-000196,RM1087,50,Male,Research & Development,Research Director,4,5,Medical,Single,22,Travel_Frequently,Yes,32,32,6,13,9.0,3,4,1,3,4,3,2,14411,13,1,No
P-000197,RM1088,34,Male,Sales,Sales Representative,1,2,Technical Degree,Married,7,Travel_Rarely,Yes,12,11,10,5,7.0,2,3,3,3,2,4,4,2308,25,0,No
P-000198,RM1089,42,Male,Research & Development,Laboratory Technician,1,3,Medical,Married,2,Travel_Rarely,No,4,1,0,0,0.0,3,2,2,3,2,3,3,4841,14,4,No
P-000199,RM109,25,Male,Research & Development,Research Scientist,1,1,Medical,Married,7,Travel_Rarely,No,2,2,2,2,1.0,4,4,2,3,3,3,2,2889,11,1,No
P-000200,RM1090,37,Male,Research & Development,Research Scientist,2,3,Medical,Married,13,Travel_Rarely,No,10,10,8,3,7.0,1,4,3,3,1,3,2,4285,17,1,No
P-000201,RM1091,29,Female,Research & Development,Healthcare Representative,2,1,Other,Married,8,Travel_Rarely,No,9,7,7,0,7.0,3,1,1,3,3,3,3,9715,13,3,No
P-000202,RM1092,33,Male,Research & Development,Manufacturing Director,2,3,Life Sciences,Single,25,Travel_Rarely,No,5,5,3,0,2.0,4,2,2,3,4,3,2,4320,13,1,No
P-000203,RM1093,45,Male,Research & Development,Research Scientist,1,3,Technical Degree,Married,28,Travel_Rarely,No,8,5,4,0,3.0,4,4,3,3,4,4,3,2132,20,4,No
P-000204,RM1094,42,Male,Research & Development,Healthcare Representative,3,3,Life Sciences,Married,2,Travel_Frequently,Yes,24,20,8,13,9.0,4,4,3,1,3,3,3,10124,14,2,No
P-000205,RM1095,40,Male,Sales,Sales Executive,2,2,Medical,Married,9,Travel_Rarely,No,9,8,4,7,1.0,1,1,3,4,4,3,5,5473,12,0,No
P-000206,RM1096,33,Male,Research & Development,Laboratory Technician,2,4,Life Sciences,Married,28,Travel_Rarely,Yes,15,15,14,5,7.0,2,3,3,3,2,3,3,5207,12,1,No
P-000207,RM1097,40,Male,Human Resources,Manager,4,2,Medical,Single,6,Travel_Rarely,Yes,21,21,7,7,7.0,3,4,3,3,4,4,2,16437,21,1,No
P-000208,RM1098,24,Male,Research & Development,Laboratory Technician,1,2,Technical Degree,Divorced,21,Travel_Rarely,No,2,1,1,0,0.0,3,1,2,3,2,3,3,2296,14,0,No
P-000209,RM1099,40,Male,Research & Development,Healthcare Representative,2,2,Life Sciences,Divorced,8,Non-Travel,Yes,8,2,2,2,2.0,4,4,3,3,3,3,2,4069,18,3,No
P-000210,RM110,22,Female,Research & Development,Laboratory Technician,1,3,Medical,Single,15,Travel_Rarely,No,1,0,0,0,0.0,2,4,3,3,3,3,5,2871,15,1,No
P-000211,RM1100,45,Male,Research & Development,Healthcare Representative,3,4,Technical Degree,Divorced,1,Travel_Rarely,No,10,10,8,7,7.0,1,2,3,3,1,3,4,7441,12,1,No
P-000212,RM1101,35,Female,Sales,Sales Representative,1,4,Life Sciences,Married,28,Travel_Rarely,No,6,5,3,4,2.0,2,3,2,3,1,4,5,2430,23,0,No
P-000213,RM1102,32,Female,Research & Development,Research Scientist,2,2,Life Sciences,Married,5,Travel_Rarely,No,12,7,1,2,5.0,4,2,2,3,1,3,2,5878,12,3,No
P-000214,RM1103,36,Male,Sales,Sales Representative,1,4,Life Sciences,Single,2,Travel_Rarely,Yes,7,3,2,1,2.0,3,4,3,2,4,4,3,2644,21,3,No
P-000215,RM1104,48,Female,Sales,Sales Executive,2,4,Life Sciences,Divorced,16,Travel_Rarely,No,18,8,7,7,7.0,3,3,3,3,3,3,2,6439,14,8,No
P-000216,RM1105,29,Male,Research & Development,Research Scientist,1,3,Life Sciences,Married,9,Travel_Rarely,No,5,1,0,0,0.0,3,3,4,2,1,3,2,2451,18,6,No
P-000217,RM1106,33,Male,Sales,Sales Executive,2,4,Life Sciences,Married,8,Travel_Rarely,No,8,2,2,2,2.0,1,1,3,1,4,3,6,6392,13,2,No
P-000218,RM1107,30,Male,Sales,Sales Executive,2,3,Life Sciences,Married,1,Travel_Rarely,No,10,10,8,6,7.0,2,1,2,3,4,3,4,9714,11,1,Yes
P-000219,RM1108,38,Male,Human Resources,Human Resources,2,4,Human Resources,Married,10,Travel_Frequently,No,10,6,3,1,2.0,3,3,3,3,3,3,2,6077,11,3,No
P-000220,RM1109,35,Male,Research & Development,Laboratory Technician,1,3,Medical,Single,1,Travel_Rarely,No,3,3,0,1,2.0,4,1,2,3,2,3,3,2450,19,1,No
P-000221,RM111,51,Female,Research & Development,Healthcare Representative,3,4,Medical,Single,1,Travel_Frequently,No,23,13,12,12,8.0,1,1,2,2,3,4,1,7484,20,3,No
P-000222,RM1110,30,Male,Sales,Sales Executive,3,4,Technical Degree,Married,29,Travel_Rarely,No,9,4,2,1,3.0,3,2,3,3,2,3,3,9250,12,3,No
P-000223,RM1111,35,Female,Research & Development,Laboratory Technician,1,3,Life Sciences,Divorced,2,Travel_Rarely,Yes,1,1,0,0,0.0,1,1,3,3,4,3,2,2074,12,1,Yes
P-000224,RM1112,53,Female,Research & Development,Manufacturing Director,3,5,Technical Degree,Married,2,Travel_Rarely,No,34,33,7,1,9.0,3,4,2,3,2,3,4,10169,16,0,Yes
P-000225,RM1113,38,Male,Research & Development,Manufacturing Director,2,3,Medical,Married,2,Travel_Rarely,No,7,5,2,1,4.0,3,2,3,3,1,3,2,4855,11,4,Yes
P-000226,RM1114,32,Male,Research & Development,Research Scientist,2,4,Technical Degree,Married,1,Non-Travel,No,9,6,5,1,2.0,4,1,3,2,2,3,3,4087,14,4,No
P-000227,RM1115,48,Female,Research & Development,Research Scientist,1,4,Other,Married,15,Travel_Rarely,No,10,8,2,7,6.0,3,1,3,2,4,3,3,2367,12,8,No
P-000228,RM1116,34,Male,Research & Development,Research Scientist,1,4,Medical,Single,7,Travel_Rarely,No,1,1,0,0,0.0,1,4,3,1,3,3,4,2972,13,1,No
P-000229,RM1117,55,Male,Sales,Manager,5,5,Marketing,Married,26,Travel_Rarely,No,36,36,6,2,13.0,3,4,2,3,3,4,3,19586,21,1,No
P-000230,RM1118,34,Male,Research & Development,Research Scientist,2,4,Life Sciences,Married,1,Travel_Rarely,No,9,2,2,2,1.0,2,4,3,2,2,3,3,5484,17,9,No
P-000231,RM1119,26,Female,Research & Development,Research Scientist,1,3,Life Sciences,Married,3,Travel_Rarely,No,1,1,0,0,0.0,1,4,3,3,1,4,5,2061,21,1,No
P-000232,RM112,34,Male,Research & Development,Laboratory Technician,2,3,Life Sciences,Single,7,Travel_Frequently,Yes,9,9,7,0,6.0,1,3,1,3,4,4,3,6074,24,1,Yes
P-000233,RM1120,38,Male,Sales,Sales Executive,2,3,Life Sciences,Married,14,Travel_Rarely,No,10,9,8,7,7.0,3,2,3,3,4,3,3,9924,11,0,No
P-000234,RM1121,38,Female,Sales,Sales Executive,2,3,Life Sciences,Single,16,Travel_Rarely,No,8,3,2,1,2.0,2,2,3,4,2,3,5,4198,12,2,No
P-000235,RM1122,36,Female,Sales,Sales Executive,2,4,Life Sciences,Single,1,Travel_Rarely,No,15,1,0,0,0.0,2,3,3,3,1,3,5,6815,13,6,No
P-000236,RM1123,29,Male,Research & Development,Laboratory Technician,1,1,Medical,Single,3,Travel_Rarely,Yes,10,10,9,1,5.0,2,1,3,3,4,3,3,4723,18,1,No
P-000237,RM1124,35,Female,Research & Development,Healthcare Representative,2,4,Medical,Single,10,Travel_Rarely,Yes,10,5,2,0,4.0,1,3,3,3,3,3,4,6142,16,3,No
P-000238,RM1125,39,Male,Sales,Sales Executive,3,3,Medical,Married,6,Travel_Rarely,No,11,7,6,7,6.0,4,3,4,3,1,3,3,8237,11,2,No
P-000239,RM1126,29,Male,Research & Development,Healthcare Representative,2,1,Life Sciences,Divorced,2,Travel_Frequently,No,6,6,4,1,3.0,1,4,3,4,4,3,0,8853,19,1,No
P-000240,RM1127,50,Male,Sales,Manager,5,3,Marketing,Married,9,Travel_Rarely,Yes,27,1,0,0,0.0,3,3,3,3,3,3,2,19331,16,4,No
P-000241,RM1128,23,Male,Research & Development,Research Scientist,1,3,Technical Degree,Married,10,Travel_Rarely,No,4,2,2,2,2.0,4,3,4,3,4,3,2,2073,16,2,No
P-000242,RM1129,36,Male,Research & Development,Laboratory Technician,2,4,Life Sciences,Married,6,Travel_Frequently,Yes,9,3,2,0,2.0,1,1,4,3,4,3,3,5562,13,3,No
P-000243,RM113,54,Female,Human Resources,Manager,4,3,Human Resources,Single,26,Non-Travel,Yes,23,5,3,4,4.0,4,4,4,3,3,3,3,17328,12,2,No
P-000244,RM1130,42,Male,Research & Development,Manager,5,2,Other,Single,9,Travel_Rarely,No,24,1,0,0,1.0,4,4,2,3,4,4,2,19613,22,8,No
P-000245,RM1131,35,Male,Research & Development,Laboratory Technician,2,3,Life Sciences,Married,28,Travel_Rarely,No,10,10,9,6,8.0,2,3,4,2,4,3,3,3407,17,1,No
P-000246,RM1132,34,Male,Research & Development,Healthcare Representative,2,4,Technical Degree,Married,10,Travel_Frequently,No,8,8,2,7,7.0,4,3,2,2,2,3,3,5063,14,1,No
P-000247,RM1133,40,Female,Sales,Sales Executive,2,2,Life Sciences,Married,14,Travel_Rarely,No,5,5,4,1,2.0,4,1,3,3,3,3,2,4639,15,1,No
P-000248,RM1134,43,Male,Research & Development,Laboratory Technician,1,3,Technical Degree,Divorced,27,Travel_Rarely,No,8,6,4,0,2.0,4,2,4,3,3,3,0,4876,12,5,No
P-000249,RM1135,35,Male,Research & Development,Laboratory Technician,1,2,Life Sciences,Married,7,Travel_Rarely,No,1,1,0,0,1.0,3,4,2,2,4,3,5,2690,18,1,No
P-000250,RM1136,46,Male,Sales,Manager,4,4,Life Sciences,Single,1,Travel_Rarely,No,27,26,0,0,12.0,4,1,4,1,2,3,5,17567,15,1,No
P-000251,RM1137,28,Male,Research & Development,Laboratory Technician,1,3,Medical,Married,24,Travel_Rarely,Yes,1,1,1,0,0.0,3,2,3,3,3,3,3,2408,17,1,Yes
P-000252,RM1138,22,Female,Research & Development,Research Scientist,1,2,Other,Married,26,Non-Travel,Yes,4,4,2,1,3.0,2,3,2,2,2,3,2,2814,14,1,No
P-000253,RM1139,50,Male,Research & Development,Healthcare Representative,4,5,Medical,Married,20,Travel_Frequently,Yes,32,30,8,12,13.0,2,3,3,3,3,3,3,11245,15,2,No
P-000254,RM114,24,Male,Research & Development,Laboratory Technician,1,1,Life Sciences,Married,18,Travel_Rarely,No,6,5,3,1,2.0,2,3,3,3,3,3,2,2774,12,0,No
P-000255,RM1140,32,Female,Research & Development,Research Scientist,1,4,Other,Married,5,Travel_Rarely,No,6,3,2,0,2.0,2,4,4,3,4,3,3,3312,17,3,No
P-000256,RM1141,44,Female,Research & Development,Research Director,5,3,Medical,Divorced,7,Travel_Rarely,Yes,23,22,7,1,10.0,2,4,3,2,4,3,4,19049,14,0,No
P-000257,RM1142,30,Male,Research & Development,Research Scientist,1,3,Medical,Married,7,Travel_Rarely,No,6,6,4,1,1.0,2,2,2,2,2,3,3,2141,12,1,No
P-000258,RM1143,45,Female,Research & Development,Laboratory Technician,2,5,Medical,Single,5,Travel_Rarely,Yes,10,10,7,1,4.0,3,1,1,3,1,3,3,5769,14,1,No
P-000259,RM1144,45,Male,Sales,Sales Executive,2,3,Marketing,Married,26,Non-Travel,No,10,10,7,4,5.0,1,1,2,3,1,3,2,4385,15,1,No
P-000260,RM1145,31,Male,Sales,Sales Executive,2,4,Other,Single,2,Travel_Frequently,No,10,5,2,0,3.0,4,1,3,3,4,3,3,5332,13,7,No
P-000261,RM1146,36,Female,Research & Development,Manufacturing Director,2,4,Life Sciences,Married,12,Travel_Rarely,Yes,7,3,2,1,1.0,3,3,3,3,2,3,2,4663,12,9,No
P-000262,RM1147,34,Male,Research & Development,Manufacturing Director,2,4,Life Sciences,Divorced,10,Travel_Frequently,No,9,9,7,7,2.0,3,4,4,3,1,3,3,4724,13,1,No
P-000263,RM1148,49,Female,Research & Development,Laboratory Technician,1,4,Life Sciences,Married,25,Travel_Rarely,No,10,9,6,1,4.0,3,1,3,2,4,3,3,3211,14,1,No
P-000264,RM1149,39,Male,Research & Development,Manufacturing Director,2,5,Medical,Married,10,Travel_Rarely,No,10,7,7,7,7.0,2,1,3,3,4,3,3,5377,13,2,No
P-000265,RM115,34,Female,Research & Development,Research Scientist,2,4,Life Sciences,Divorced,6,Travel_Rarely,No,12,1,0,0,0.0,3,2,2,3,3,3,3,4505,15,6,No
P-000266,RM1150,27,Male,Research & Development,Laboratory Technician,1,3,Other,Divorced,19,Travel_Rarely,No,7,7,7,0,7.0,4,1,2,3,1,3,3,4066,11,1,No
P-000267,RM1151,35,Male,Research & Development,Research Scientist,2,5,Life Sciences,Married,18,Travel_Rarely,No,16,16,15,1,10.0,2,1,4,3,4,3,2,5208,11,1,No
P-000268,RM1152,28,Female,Research & Development,Manufacturing Director,2,3,Medical,Divorced,27,Travel_Rarely,No,6,5,3,0,0.0,2,1,1,2,2,4,5,4877,21,0,No
P-000269,RM1153,21,Male,Research & Development,Research Scientist,1,1,Medical,Single,5,Travel_Rarely,No,3,2,2,2,2.0,3,4,3,3,3,3,2,3117,18,1,No
P-000270,RM1154,18,Female,Sales,Sales Representative,1,2,Medical,Single,3,Travel_Frequently,Yes,0,0,0,0,0.0,2,4,3,4,3,3,2,1569,12,1,Yes
P-000271,RM1155,47,Female,Human Resources,Manager,5,4,Life Sciences,Married,26,Travel_Rarely,No,27,5,2,1,0.0,4,3,3,3,3,3,2,19658,11,3,No
P-000272,RM1156,39,Male,Research & Development,Laboratory Technician,2,2,Medical,Divorced,3,Travel_Rarely,No,11,10,8,0,7.0,3,3,2,3,4,3,3,3069,15,0,No
P-000273,RM1157,40,Female,Research & Development,Manufacturing Director,3,3,Life Sciences,Married,15,Travel_Rarely,No,18,18,15,14,12.0,1,3,2,3,4,3,2,10435,13,1,No
P-000274,RM1158,35,Female,Research & Development,Healthcare Representative,2,4,Life Sciences,Married,8,Non-Travel,No,15,14,11,2,9.0,3,3,3,3,4,3,5,4148,12,1,No
P-000275,RM1159,37,Male,Research & Development,Manufacturing Director,2,3,Life Sciences,Married,19,Travel_Rarely,No,9,4,3,0,2.0,3,3,3,2,1,3,2,5768,17,3,No
P-000276,RM116,37,Male,Sales,Sales Executive,3,3,Life Sciences,Single,3,Travel_Rarely,No,12,5,3,1,3.0,3,4,3,3,1,3,3,7428,12,2,No
P-000277,RM1160,39,Female,Research & Development,Manufacturing Director,2,3,Medical,Single,4,Travel_Frequently,No,10,9,2,3,8.0,1,3,3,1,4,3,2,5042,13,0,No
P-000278,RM1161,45,Female,Research & Development,Manufacturing Director,2,2,Other,Divorced,2,Travel_Rarely,No,10,10,7,3,9.0,4,4,2,3,1,3,3,5770,19,1,No
P-000279,RM1162,38,Female,Research & Development,Manufacturing Director,3,2,Medical,Married,2,Travel_Rarely,Yes,10,5,4,0,2.0,4,3,2,4,4,3,6,7756,19,3,No
P-000280,RM1163,35,Male,Sales,Sales Executive,3,3,Medical,Married,10,Travel_Rarely,No,15,13,12,6,0.0,4,1,2,3,3,3,3,10306,17,9,Yes
P-000281,RM1164,37,Female,Research & Development,Research Scientist,1,3,Medical,Married,10,Travel_Rarely,No,8,8,4,7,7.0,2,2,3,1,1,3,2,3936,11,1,No
P-000282,RM1165,40,Female,Research & Development,Manufacturing Director,3,3,Life Sciences,Single,16,Travel_Rarely,Yes,18,4,2,3,3.0,3,4,3,2,4,3,2,7945,15,6,No
P-000283,RM1166,44,Male,Human Resources,Human Resources,2,5,Human Resources,Married,1,Travel_Frequently,Yes,14,10,7,0,2.0,1,4,3,3,3,3,3,5743,11,4,No
P-000284,RM1167,48,Male,Research & Development,Manager,4,5,Medical,Married,4,Travel_Frequently,No,23,2,2,2,2.0,3,4,2,3,2,4,3,15202,25,2,No
P-000285,RM1168,35,Male,Sales,Sales Executive,2,2,Medical,Divorced,15,Travel_Rarely,Yes,7,2,2,2,2.0,1,4,1,2,4,3,2,5440,14,6,Yes
P-000286,RM1169,24,Female,Research & Development,Research Scientist,1,1,Technical Degree,Single,2,Travel_Frequently,Yes,6,6,3,1,3.0,1,4,3,3,3,3,2,3760,13,1,No
P-000287,RM117,34,Female,Research & Development,Manager,3,3,Medical,Single,5,Travel_Rarely,No,14,11,10,5,8.0,3,1,2,3,4,3,6,11631,12,2,No
P-000288,RM1170,27,Female,Research & Development,Research Scientist,1,3,Medical,Married,8,Travel_Rarely,No,5,3,2,0,2.0,2,3,4,3,1,3,0,3517,17,7,No
P-000289,RM1171,27,Male,Research & Development,Research Scientist,1,3,Medical,Single,2,Travel_Frequently,No,6,4,2,1,2.0,4,4,3,2,3,3,0,2580,13,2,No
P-000290,RM1172,40,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Single,7,Travel_Rarely,Yes,10,4,2,0,3.0,1,1,3,1,2,3,3,2166,14,3,Yes
P-000291,RM1173,29,Male,Sales,Sales Executive,2,3,Medical,Single,10,Travel_Rarely,No,8,5,2,1,4.0,3,3,2,3,3,3,2,5869,11,9,No
P-000292,RM1174,36,Female,Research & Development,Healthcare Representative,3,4,Life Sciences,Married,5,Travel_Rarely,No,9,3,2,0,2.0,2,1,3,3,3,3,6,8008,12,4,No
P-000293,RM1175,25,Male,Research & Development,Manufacturing Director,2,1,Life Sciences,Divorced,2,Travel_Frequently,No,7,7,7,0,7.0,4,3,4,3,3,3,6,5206,17,1,No
P-000294,RM1176,39,Male,Research & Development,Manufacturing Director,2,3,Medical,Married,12,Travel_Rarely,No,7,5,4,1,0.0,4,2,3,3,3,4,3,5295,21,4,No
P-000295,RM1177,49,Female,Research & Development,Research Director,4,4,Other,Married,22,Travel_Rarely,No,27,4,2,1,2.0,1,2,3,3,2,3,2,16413,16,3,No
P-000296,RM1178,50,Female,Research & Development,Research Director,3,5,Life Sciences,Divorced,17,Travel_Rarely,No,19,14,11,1,11.0,4,1,2,3,3,3,3,13269,15,5,No
P-000297,RM1179,20,Female,Sales,Sales Representative,1,3,Medical,Single,2,Travel_Rarely,No,2,2,2,2,2.0,3,3,3,3,1,3,3,2783,19,1,No
P-000298,RM118,36,Female,Sales,Sales Executive,3,2,Technical Degree,Married,11,Travel_Frequently,No,10,9,7,2,8.0,2,4,3,3,3,3,6,9738,14,0,No
P-000299,RM1180,34,Female,Research & Development,Research Scientist,2,3,Life Sciences,Divorced,3,Travel_Rarely,No,11,11,8,7,9.0,4,2,3,3,3,3,2,5433,12,1,No
P-000300,RM1181,36,Male,Research & Development,Laboratory Technician,1,3,Life Sciences,Single,7,Travel_Rarely,No,15,4,3,1,3.0,1,2,3,3,3,3,4,2013,11,2,No
P-000301,RM1182,49,Female,Research & Development,Healthcare Representative,4,1,Life Sciences,Married,6,Travel_Rarely,Yes,30,15,11,2,12.0,3,3,2,3,2,3,3,13966,19,2,No
P-000302,RM1183,36,Female,Research & Development,Manufacturing Director,2,4,Medical,Married,1,Non-Travel,No,4,3,2,1,2.0,4,3,2,3,3,3,6,4374,15,0,No
P-000303,RM1184,36,Male,Research & Development,Healthcare Representative,2,2,Life Sciences,Divorced,3,Travel_Rarely,No,13,5,4,0,4.0,4,1,4,3,1,4,3,6842,20,6,No
P-000304,RM1185,54,Female,Research & Development,Manager,4,5,Medical,Married,22,Travel_Rarely,No,36,10,8,4,7.0,2,3,3,3,3,4,6,17426,25,3,No
P-000305,RM1186,43,Male,Research & Development,Research Director,4,2,Life Sciences,Married,15,Travel_Rarely,No,14,14,10,6,11.0,3,3,2,3,1,4,3,17603,24,1,No
